source_name,samplename,STRAIN_TYPE,species ,org_id_abbr,sex_type,cellid,test_type,Biological.Replicate,inividual_id,Technical.Replicate,drugid,drugmatrix.drugid,Comment.chEMBL.ID,Control,Sample.Match,concentration ,dose_level,Dose.Unit,Dose.Duration.inDays,Dose.Duration.Unit,duration,Treatment.Group.,Accession.Number.7,Vehicle,batchid,chiptype,xptype,celfilename,organ_id
l-buthionine sulfoximine_0.67_100000_3,93201,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Buthionine sulfoxamine,buthionine sulfoximine,CHEMBL1609891,FALSE,control_0.67,100000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93201.CEL,Liver
l-buthionine sulfoximine_1_100000_1,93008,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Buthionine sulfoxamine,buthionine sulfoximine,CHEMBL1609891,FALSE,control_1,100000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93008.CEL,Liver
l-buthionine sulfoximine_1_100000_2,93104,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Buthionine sulfoxamine,buthionine sulfoximine,CHEMBL1609891,FALSE,control_1,100000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93104.CEL,Liver
l-buthionine sulfoximine_1_100000_3,93169,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Buthionine sulfoxamine,buthionine sulfoximine,CHEMBL1609891,FALSE,control_1,100000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93169.CEL,Liver
lithocholic acid_0.67_74_1,93409,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Lithocholic Acid,lithocholic acid,CHEMBL1478,FALSE,control_0.67,74,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93409.CEL,Liver
lithocholic acid_0.67_74_2,93512,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Lithocholic Acid,lithocholic acid,CHEMBL1478,FALSE,control_0.67,74,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93512.CEL,Liver
lithocholic acid_0.67_74_3,93514,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Lithocholic Acid,lithocholic acid,CHEMBL1478,FALSE,control_0.67,74,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93514.CEL,Liver
lithocholic acid_1_74_1,93360,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Lithocholic Acid,lithocholic acid,CHEMBL1478,FALSE,control_1,74,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93360.CEL,Liver
lithocholic acid_1_74_2,93410,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Lithocholic Acid,lithocholic acid,CHEMBL1478,FALSE,control_1,74,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93410.CEL,Liver
lithocholic acid_1_74_3,93574,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Lithocholic Acid,lithocholic acid,CHEMBL1478,FALSE,control_1,74,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93574.CEL,Liver
lomustine_0.67_560_1,93295,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Lomustine,lomustine,CHEMBL514,FALSE,control_0.67,560,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93295.CEL,Liver
lomustine_0.67_560_2,93365,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Lomustine,lomustine,CHEMBL514,FALSE,control_0.67,560,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93365.CEL,Liver
lomustine_0.67_560_3,93484,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Lomustine,lomustine,CHEMBL514,FALSE,control_0.67,560,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93484.CEL,Liver
lomustine_1_560_1,93320,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Lomustine,lomustine,CHEMBL514,FALSE,control_1,560,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93320.CEL,Liver
lomustine_1_560_2,93351,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Lomustine,lomustine,CHEMBL514,FALSE,control_1,560,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93351.CEL,Liver
lomustine_1_560_3,93494,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Lomustine,lomustine,CHEMBL514,FALSE,control_1,560,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93494.CEL,Liver
loratadine_0.67_62.25_1,93609,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Loratadine,loratadine,CHEMBL998,FALSE,control_0.67,62.25,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93609.CEL,Liver
loratadine_0.67_62.25_2,93736,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Loratadine,loratadine,CHEMBL998,FALSE,control_0.67,62.25,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93736.CEL,Liver
loratadine_0.67_62.25_3,93873,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Loratadine,loratadine,CHEMBL998,FALSE,control_0.67,62.25,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93873.CEL,Liver
loratadine_1_62.25_1,93687,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Loratadine,loratadine,CHEMBL998,FALSE,control_1,62.25,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93687.CEL,Liver
loratadine_1_62.25_2,93728,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Loratadine,loratadine,CHEMBL998,FALSE,control_1,62.25,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93728.CEL,Liver
loratadine_1_62.25_3,93762,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Loratadine,loratadine,CHEMBL998,FALSE,control_1,62.25,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93762.CEL,Liver
marimastat_0.67_1000_1,93537,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Marimastat,marimastat,CHEMBL279785,FALSE,control_0.67,1000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93537.CEL,Liver
marimastat_0.67_1000_2,93640,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Marimastat,marimastat,CHEMBL279785,FALSE,control_0.67,1000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93640.CEL,Liver
marimastat_0.67_1000_3,94209,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Marimastat,marimastat,CHEMBL279785,FALSE,control_0.67,1000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94209.CEL,Liver
marimastat_1_1000_1,93603,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Marimastat,marimastat,CHEMBL279785,FALSE,control_1,1000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93603.CEL,Liver
marimastat_1_1000_2,93646,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Marimastat,marimastat,CHEMBL279785,FALSE,control_1,1000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93646.CEL,Liver
marimastat_1_1000_3,93684,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Marimastat,marimastat,CHEMBL279785,FALSE,control_1,1000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93684.CEL,Liver
methapyrilene_0.67_300_1,93349,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_0.67,300,Middle,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93349.CEL,Liver
methapyrilene_0.67_300_2,93400,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_0.67,300,Middle,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93400.CEL,Liver
methapyrilene_0.67_300_3,93491,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_0.67,300,Middle,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93491.CEL,Liver
methapyrilene_1_100_1,100993,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,100,Low,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,100993.CEL,Liver
methapyrilene_1_100_2,101012,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,100,Low,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101012.CEL,Liver
methapyrilene_1_100_3,101031,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,100,Low,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101031.CEL,Liver
methapyrilene_1_300_1,100992,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,300,Middle,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,100992.CEL,Liver
methapyrilene_1_300_2,101011,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,300,Middle,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101011.CEL,Liver
methapyrilene_1_300_3,101030,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,300,Middle,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101030.CEL,Liver
methapyrilene_1_300_4,93422,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,4,4,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,300,Middle,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93422.CEL,Liver
methapyrilene_1_300_5,93463,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,5,5,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,300,Middle,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93463.CEL,Liver
methapyrilene_1_300_6,93847,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,6,6,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,300,Middle,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93847.CEL,Liver
methapyrilene_1_500_1,100991,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,500,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,100991.CEL,Liver
methapyrilene_1_500_2,101010,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,500,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101010.CEL,Liver
methapyrilene_1_500_3,101029,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Methapyrilene,methapyrilene,CHEMBL1411979,FALSE,control_1,500,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101029.CEL,Liver
microcystin-lr_0.67_0.07_1,93380,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Microcystin-LR,microcystin-LR,CHEMBL444092,FALSE,control_0.67,0.07,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93380.CEL,Liver
microcystin-lr_0.67_0.07_2,93418,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Microcystin-LR,microcystin-LR,CHEMBL444092,FALSE,control_0.67,0.07,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93418.CEL,Liver
microcystin-lr_0.67_0.07_3,93483,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Microcystin-LR,microcystin-LR,CHEMBL444092,FALSE,control_0.67,0.07,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93483.CEL,Liver
microcystin-lr_1_0.07_1,93344,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Microcystin-LR,microcystin-LR,CHEMBL444092,FALSE,control_1,0.07,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93344.CEL,Liver
microcystin-lr_1_0.07_2,93426,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Microcystin-LR,microcystin-LR,CHEMBL444092,FALSE,control_1,0.07,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93426.CEL,Liver
microcystin-lr_1_0.07_3,93468,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Microcystin-LR,microcystin-LR,CHEMBL444092,FALSE,control_1,0.07,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93468.CEL,Liver
mln-518_0.67_51_1,95954,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tandutinib,mln-518,CHEMBL124660,FALSE,control_0.67,51,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,95954.CEL,Liver
mln-518_0.67_51_2,95967,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tandutinib,mln-518,CHEMBL124660,FALSE,control_0.67,51,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,95967.CEL,Liver
mln-518_0.67_51_3,96015,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Tandutinib,mln-518,CHEMBL124660,FALSE,control_0.67,51,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,96015.CEL,Liver
mln-518_1_51_1,95968,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tandutinib,mln-518,CHEMBL124660,FALSE,control_1,51,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,95968.CEL,Liver
mln-518_1_51_2,96014,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tandutinib,mln-518,CHEMBL124660,FALSE,control_1,51,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,96014.CEL,Liver
mln-518_1_51_3,96016,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Tandutinib,mln-518,CHEMBL124660,FALSE,control_1,51,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,96016.CEL,Liver
monocrotaline_0.67_333_1,93368,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Monocrotaline,monocrotaline,CHEMBL469442,FALSE,control_0.67,333,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93368.CEL,Liver
monocrotaline_0.67_333_2,93433,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Monocrotaline,monocrotaline,CHEMBL469442,FALSE,control_0.67,333,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93433.CEL,Liver
monocrotaline_0.67_333_3,93490,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Monocrotaline,monocrotaline,CHEMBL469442,FALSE,control_0.67,333,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93490.CEL,Liver
monocrotaline_1_333_1,93376,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Monocrotaline,monocrotaline,CHEMBL469442,FALSE,control_1,333,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93376.CEL,Liver
monocrotaline_1_333_2,93443,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Monocrotaline,monocrotaline,CHEMBL469442,FALSE,control_1,333,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93443.CEL,Liver
monocrotaline_1_333_3,93464,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Monocrotaline,monocrotaline,CHEMBL469442,FALSE,control_1,333,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93464.CEL,Liver
"n,n-dimethylformamide_0.67_65000_1",93307,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,"N,N-Dimethylformamide","N,N-dimethylformamide",CHEMBL268291,FALSE,control_0.67,65000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93307.CEL,Liver
"n,n-dimethylformamide_0.67_65000_2",93447,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,"N,N-Dimethylformamide","N,N-dimethylformamide",CHEMBL268291,FALSE,control_0.67,65000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93447.CEL,Liver
"n,n-dimethylformamide_0.67_65000_3",93473,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,"N,N-Dimethylformamide","N,N-dimethylformamide",CHEMBL268291,FALSE,control_0.67,65000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93473.CEL,Liver
"n,n-dimethylformamide_1_65000_1",93284,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,"N,N-Dimethylformamide","N,N-dimethylformamide",CHEMBL268291,FALSE,control_1,65000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93284.CEL,Liver
"n,n-dimethylformamide_1_65000_2",93428,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,"N,N-Dimethylformamide","N,N-dimethylformamide",CHEMBL268291,FALSE,control_1,65000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93428.CEL,Liver
"n,n-dimethylformamide_1_65000_3",93481,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,"N,N-Dimethylformamide","N,N-dimethylformamide",CHEMBL268291,FALSE,control_1,65000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93481.CEL,Liver
nevirapine_0.67_250_1,93758,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Nevirapine,nevirapine,CHEMBL57,FALSE,control_0.67,250,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93758.CEL,Liver
nevirapine_0.67_250_2,93876,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Nevirapine,nevirapine,CHEMBL57,FALSE,control_0.67,250,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93876.CEL,Liver
nevirapine_0.67_250_3,93946,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Nevirapine,nevirapine,CHEMBL57,FALSE,control_0.67,250,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93946.CEL,Liver
nevirapine_1_250_1,93761,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Nevirapine,nevirapine,CHEMBL57,FALSE,control_1,250,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93761.CEL,Liver
nevirapine_1_250_2,94215,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Nevirapine,nevirapine,CHEMBL57,FALSE,control_1,250,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94215.CEL,Liver
nevirapine_1_250_3,94220,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Nevirapine,nevirapine,CHEMBL57,FALSE,control_1,250,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94220.CEL,Liver
nimesulide_0.67_61.7_1,93032,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Nimesulide,nimesulide,CHEMBL56367,FALSE,control_0.67,61.7,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93032.CEL,Liver
nimesulide_0.67_61.7_2,93185,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Nimesulide,nimesulide,CHEMBL56367,FALSE,control_0.67,61.7,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93185.CEL,Liver
nimesulide_0.67_61.7_3,93285,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Nimesulide,nimesulide,CHEMBL56367,FALSE,control_0.67,61.7,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93285.CEL,Liver
nimesulide_1_61.7_1,93173,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Nimesulide,nimesulide,CHEMBL56367,FALSE,control_1,61.7,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93173.CEL,Liver
nimesulide_1_61.7_2,93300,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Nimesulide,nimesulide,CHEMBL56367,FALSE,control_1,61.7,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93300.CEL,Liver
nimesulide_1_61.7_3,93964,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Nimesulide,nimesulide,CHEMBL56367,FALSE,control_1,61.7,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93964.CEL,Liver
n-nitrosodiethylamine_0.67_7000_1,93340,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,N-Nitrosodiethylamine,N-nitrosodiethylamine,CHEMBL164290,FALSE,control_0.67,7000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93340.CEL,Liver
n-nitrosodiethylamine_0.67_7000_2,93507,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,N-Nitrosodiethylamine,N-nitrosodiethylamine,CHEMBL164290,FALSE,control_0.67,7000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93507.CEL,Liver
n-nitrosodiethylamine_0.67_7000_3,93849,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,N-Nitrosodiethylamine,N-nitrosodiethylamine,CHEMBL164290,FALSE,control_0.67,7000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93849.CEL,Liver
n-nitrosodiethylamine_1_7000_1,93338,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,N-Nitrosodiethylamine,N-nitrosodiethylamine,CHEMBL164290,FALSE,control_1,7000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93338.CEL,Liver
